shipment_ref,origin_port,destination_port,distance_km,transit_time_days,container_type,cargo_type,weight_kg,volume_cbm,carrier_tier,departure_month,seasonality_index,brent_fuel_index,market_demand_factor,actual_freight_price_usd
SHP-12951,Chennai,Rotterdam,11447.3,22,LCL_Consolidated,Automotive,3218.1,3.6,Tier_3_Spot,9,1.25,84.0,1.29,3738.24
SHP-12952,Busan,Long Beach,9337.5,12,40ft_Standard,Textiles,13671.1,40.1,Tier_2_Regional,4,1.05,83.3,1.24,5921.13
SHP-12953,Shanghai,Rotterdam,19561.8,29,LCL_Consolidated,Electronics,3174.1,2.6,Tier_2_Regional,3,1.05,106.9,1.01,4155.66
SHP-12954,Chennai,Colombo,647.5,4,LCL_Consolidated,Automotive,4488.0,9.0,Tier_2_Regional,12,1.05,84.8,1.08,1330.08
SHP-12955,Busan,Long Beach,9390.3,12,40ft_Standard,General_Dry,15399.3,50.0,Tier_1_Alliance,2,0.9,79.0,1.41,6579.26
SHP-12956,Singapore,Dubai,5987.4,11,40ft_HighCube,Perishable_Reefer,12000.8,50.0,Tier_2_Regional,9,1.25,92.3,1.38,10716.62
SHP-12957,Singapore,Fremantle,3818.6,8,LCL_Consolidated,Textiles,3901.2,2.2,Tier_3_Spot,7,1.05,83.7,1.12,1479.5
SHP-12958,Hamburg,Singapore,15720.7,24,40ft_Standard,Electronics,19683.9,56.0,Tier_3_Spot,11,1.05,73.0,1.09,6963.9
SHP-12959,Singapore,Dubai,5883.8,11,40ft_Standard,Textiles,24862.6,46.9,Tier_1_Alliance,6,1.05,101.2,1.06,5817.18
SHP-12960,Shanghai,Rotterdam,19410.2,30,40ft_Standard,Textiles,15716.7,51.0,Tier_2_Regional,8,1.25,99.7,1.21,9260.44
SHP-12961,Santos,Rotterdam,10162.3,18,40ft_Standard,Textiles,16786.9,62.5,Tier_1_Alliance,4,1.05,92.8,1.2,7224.89
SHP-12962,Singapore,Dubai,5935.7,12,20ft_Standard,General_Dry,6203.0,28.4,Tier_3_Spot,4,1.05,86.4,1.08,2875.62
SHP-12963,Santos,Rotterdam,10296.6,18,LCL_Consolidated,Automotive,1326.8,10.2,Tier_1_Alliance,3,1.05,74.2,1.12,2888.9
SHP-12964,Shanghai,Rotterdam,19535.3,30,20ft_Standard,Perishable_Reefer,3668.3,26.6,Tier_3_Spot,8,1.25,72.9,1.27,8288.18
SHP-12965,Shanghai,Rotterdam,19535.6,28,20ft_Standard,General_Dry,13512.3,18.8,Tier_1_Alliance,5,1.05,94.0,1.13,5830.16
SHP-12966,Singapore,Fremantle,3895.1,8,20ft_Standard,Perishable_Reefer,16106.1,24.9,Tier_1_Alliance,4,1.05,96.7,1.29,5756.15
SHP-12967,Nhava Sheva,Dubai,2117.6,4,40ft_Standard,Automotive,22097.5,54.5,Tier_2_Regional,2,0.9,72.1,1.06,4217.97
SHP-12968,Chennai,Rotterdam,11496.1,22,40ft_Standard,Perishable_Reefer,23586.1,63.7,Tier_1_Alliance,3,1.05,103.8,1.16,10110.4
SHP-12969,Santos,Rotterdam,10192.7,19,40ft_Standard,Perishable_Reefer,13680.0,54.9,Tier_1_Alliance,6,1.05,89.7,1.17,8890.44
SHP-12970,Chennai,Colombo,707.9,6,40ft_Standard,General_Dry,11483.3,40.1,Tier_2_Regional,11,1.05,90.7,1.25,4395.58
SHP-12971,Busan,Long Beach,9305.2,12,40ft_Standard,Perishable_Reefer,17961.3,63.8,Tier_3_Spot,5,1.05,87.0,1.11,7435.95
SHP-12972,Tokyo,Los Angeles,8815.9,11,40ft_HighCube,Perishable_Reefer,10236.5,62.6,Tier_2_Regional,12,1.05,101.6,1.23,8928.78
SHP-12973,Singapore,Dubai,5888.0,11,40ft_HighCube,Electronics,18298.6,59.0,Tier_2_Regional,8,1.25,97.0,1.13,8191.04
SHP-12974,Tokyo,Los Angeles,8881.2,12,20ft_Standard,Perishable_Reefer,17588.3,27.6,Tier_1_Alliance,5,1.05,87.0,1.14,6188.29
SHP-12975,Chennai,Colombo,705.1,2,LCL_Consolidated,General_Dry,4572.0,8.2,Tier_1_Alliance,10,1.25,88.3,1.38,2141.98
SHP-12976,Tokyo,Los Angeles,8761.3,13,20ft_Standard,Automotive,12227.7,32.8,Tier_1_Alliance,7,1.05,96.7,0.92,4069.68
SHP-12977,Santos,Rotterdam,10251.2,19,20ft_Standard,Perishable_Reefer,3023.6,18.5,Tier_1_Alliance,8,1.25,74.7,1.16,6112.64
SHP-12978,Hamburg,Singapore,15706.7,26,LCL_Consolidated,Automotive,547.6,4.4,Tier_3_Spot,12,1.05,102.2,1.23,3758.73
SHP-12979,Hamburg,Singapore,15761.1,26,40ft_HighCube,Textiles,12598.2,63.1,Tier_1_Alliance,4,1.05,104.3,1.36,9776.17
SHP-12980,Singapore,Dubai,5826.7,11,40ft_Standard,Hazardous_Chemicals,20342.1,37.7,Tier_3_Spot,7,1.05,100.5,0.93,5806.54
SHP-12981,Singapore,Fremantle,3817.1,11,40ft_HighCube,Automotive,19401.4,45.1,Tier_1_Alliance,12,1.05,76.3,0.88,4944.48
SHP-12982,Tokyo,Los Angeles,8855.9,13,LCL_Consolidated,General_Dry,1267.5,7.8,Tier_2_Regional,11,1.05,75.7,1.39,2743.54
SHP-12983,Chennai,Colombo,715.4,2,40ft_HighCube,Electronics,17643.7,62.0,Tier_1_Alliance,6,1.05,98.4,1.2,7071.64
SHP-12984,Chennai,Colombo,689.9,4,LCL_Consolidated,General_Dry,741.7,13.7,Tier_3_Spot,2,0.9,73.3,1.33,1008.35
SHP-12985,Chennai,Rotterdam,11410.2,24,20ft_Standard,General_Dry,12994.8,21.5,Tier_2_Regional,12,1.05,78.4,1.08,3827.28
SHP-12986,Shanghai,Los Angeles,10469.6,15,LCL_Consolidated,Electronics,3931.7,9.5,Tier_3_Spot,12,1.05,96.6,0.97,2571.42
SHP-12987,Nhava Sheva,New York,14102.4,26,LCL_Consolidated,Hazardous_Chemicals,4057.5,7.7,Tier_3_Spot,11,1.05,88.6,1.25,4785.22
SHP-12988,Santos,Rotterdam,10272.0,19,40ft_Standard,Automotive,13783.2,62.7,Tier_2_Regional,8,1.25,98.9,1.02,7082.72
SHP-12989,Shanghai,Los Angeles,10469.3,16,40ft_HighCube,Textiles,12983.7,53.7,Tier_3_Spot,7,1.05,82.2,1.07,5623.95
SHP-12990,Busan,Long Beach,9342.2,14,20ft_Standard,Textiles,4672.5,31.2,Tier_2_Regional,4,1.05,80.6,1.39,4642.93
SHP-12991,Singapore,Fremantle,3953.5,10,LCL_Consolidated,Perishable_Reefer,3080.4,11.4,Tier_3_Spot,10,1.25,88.1,1.17,2826.73
SHP-12992,Busan,Long Beach,9435.2,15,20ft_Standard,Automotive,9183.1,28.8,Tier_2_Regional,8,1.25,82.8,1.23,5441.06
SHP-12993,Shanghai,Rotterdam,19504.2,31,LCL_Consolidated,Automotive,854.8,5.3,Tier_3_Spot,10,1.25,73.3,0.91,3551.43
SHP-12994,Shanghai,Rotterdam,19500.7,28,40ft_HighCube,Textiles,22129.1,58.8,Tier_1_Alliance,5,1.05,83.9,1.19,9235.28
SHP-12995,Singapore,Fremantle,3911.6,8,40ft_Standard,Hazardous_Chemicals,21767.3,45.2,Tier_2_Regional,8,1.25,98.5,0.94,7327.15
SHP-12996,Nhava Sheva,New York,14118.1,25,40ft_HighCube,Textiles,27318.9,52.8,Tier_1_Alliance,11,1.05,87.3,1.16,8326.47
SHP-12997,Tokyo,Los Angeles,8833.7,12,40ft_Standard,Electronics,12369.7,61.5,Tier_1_Alliance,7,1.05,76.2,1.24,7628.33
SHP-12998,Chennai,Rotterdam,11563.7,24,40ft_Standard,Textiles,20477.2,62.2,Tier_2_Regional,1,0.9,103.6,0.9,4557.62
SHP-12999,Shanghai,Los Angeles,10429.6,16,40ft_HighCube,Electronics,21091.6,74.4,Tier_2_Regional,11,1.05,105.6,0.88,6325.96
SHP-13000,Shanghai,Rotterdam,19459.3,28,LCL_Consolidated,Automotive,3732.2,3.7,Tier_1_Alliance,2,0.9,102.7,1.31,4690.55
SHP-13001,Chennai,Colombo,744.3,4,40ft_HighCube,Perishable_Reefer,16958.7,54.1,Tier_2_Regional,10,1.25,80.9,1.13,7809.91
SHP-13002,Nhava Sheva,New York,14196.4,29,40ft_HighCube,Textiles,27760.0,72.3,Tier_2_Regional,2,0.9,81.4,0.92,5380.16
SHP-13003,Shanghai,Los Angeles,10499.8,17,20ft_Standard,Hazardous_Chemicals,17411.0,26.2,Tier_2_Regional,3,1.05,87.3,1.35,7513.11
SHP-13004,Hamburg,Singapore,15823.9,27,LCL_Consolidated,Automotive,2861.3,13.3,Tier_3_Spot,6,1.05,82.6,1.06,3342.51
SHP-13005,Singapore,Dubai,5976.7,11,20ft_Standard,Electronics,3076.9,31.5,Tier_2_Regional,3,1.05,98.0,1.19,3925.56
SHP-13006,Busan,Long Beach,9496.7,15,20ft_Standard,Textiles,20326.1,22.8,Tier_2_Regional,12,1.05,88.3,1.24,4729.97
SHP-13007,Nhava Sheva,New York,14297.6,29,40ft_Standard,Hazardous_Chemicals,24124.6,51.5,Tier_2_Regional,1,0.9,76.0,1.33,9520.68
SHP-13008,Tokyo,Los Angeles,8757.3,12,LCL_Consolidated,Automotive,2398.7,11.5,Tier_1_Alliance,6,1.05,86.7,1.38,3634.52
SHP-13009,Nhava Sheva,New York,14296.2,28,LCL_Consolidated,Electronics,1095.4,13.1,Tier_3_Spot,1,0.9,106.8,1.32,3626.02
SHP-13010,Chennai,Rotterdam,11531.4,23,40ft_HighCube,Automotive,25595.0,75.0,Tier_1_Alliance,2,0.9,85.6,0.95,6305.8
SHP-13011,Shanghai,Los Angeles,10489.9,15,40ft_Standard,Electronics,11837.2,49.1,Tier_1_Alliance,11,1.05,78.3,1.36,8443.49
SHP-13012,Santos,Rotterdam,10243.1,20,20ft_Standard,Automotive,14443.3,17.9,Tier_2_Regional,5,1.05,88.4,1.35,5158.22
SHP-13013,Hamburg,Singapore,15737.6,23,20ft_Standard,Electronics,4377.0,24.8,Tier_3_Spot,1,0.9,89.7,1.34,4856.27
SHP-13014,Tokyo,Los Angeles,8880.8,14,20ft_Standard,Perishable_Reefer,4396.3,27.5,Tier_2_Regional,5,1.05,84.5,1.35,5672.25
SHP-13015,Shanghai,Rotterdam,19502.7,30,40ft_Standard,Hazardous_Chemicals,13869.9,61.7,Tier_2_Regional,2,0.9,90.8,0.9,7197.49
SHP-13016,Santos,Rotterdam,10270.9,21,40ft_Standard,Hazardous_Chemicals,9368.5,40.5,Tier_1_Alliance,11,1.05,90.8,1.17,8715.66
SHP-13017,Hamburg,Singapore,15816.8,25,40ft_HighCube,Perishable_Reefer,26602.2,63.8,Tier_3_Spot,5,1.05,78.3,1.15,9617.15
SHP-13018,Shanghai,Los Angeles,10598.7,17,40ft_HighCube,Perishable_Reefer,15910.1,46.4,Tier_1_Alliance,2,0.9,96.1,1.33,9291.1
SHP-13019,Shanghai,Los Angeles,10562.9,17,LCL_Consolidated,General_Dry,3895.9,4.0,Tier_3_Spot,12,1.05,77.7,0.89,1866.01
SHP-13020,Hamburg,Singapore,15888.9,27,LCL_Consolidated,Hazardous_Chemicals,4044.4,13.2,Tier_1_Alliance,12,1.05,89.3,1.09,5518.77
SHP-13021,Hamburg,Singapore,15888.9,25,40ft_Standard,Perishable_Reefer,17525.3,58.6,Tier_1_Alliance,1,0.9,98.0,0.96,7428.59
SHP-13022,Tokyo,Los Angeles,8898.8,13,LCL_Consolidated,Automotive,4240.2,7.3,Tier_1_Alliance,2,0.9,106.4,0.88,2104.33
SHP-13023,Shanghai,Los Angeles,10533.2,14,40ft_Standard,Hazardous_Chemicals,19399.3,61.0,Tier_3_Spot,11,1.05,97.4,1.14,8633.59
SHP-13024,Shanghai,Rotterdam,19578.1,28,40ft_Standard,Textiles,23458.0,62.2,Tier_1_Alliance,8,1.25,90.0,1.27,11389.32
SHP-13025,Chennai,Rotterdam,11411.2,23,40ft_Standard,Hazardous_Chemicals,14416.2,53.7,Tier_3_Spot,4,1.05,74.2,0.95,6603.9
SHP-13026,Chennai,Colombo,594.1,3,40ft_Standard,Automotive,22684.7,60.9,Tier_2_Regional,1,0.9,83.2,0.97,3936.77
SHP-13027,Singapore,Dubai,5808.4,10,40ft_HighCube,Hazardous_Chemicals,15226.4,57.7,Tier_2_Regional,10,1.25,98.2,1.26,11118.18
SHP-13028,Nhava Sheva,Dubai,2196.2,7,LCL_Consolidated,Textiles,1819.3,3.2,Tier_1_Alliance,8,1.25,107.0,1.17,2071.77
SHP-13029,Nhava Sheva,New York,14171.9,29,LCL_Consolidated,Textiles,2298.8,9.7,Tier_2_Regional,4,1.05,91.0,1.33,3819.3
SHP-13030,Shanghai,Rotterdam,19476.0,27,40ft_HighCube,Hazardous_Chemicals,22081.7,72.8,Tier_3_Spot,12,1.05,96.2,1.15,11314.5
SHP-13031,Nhava Sheva,Dubai,2041.4,5,20ft_Standard,Textiles,8101.6,25.8,Tier_1_Alliance,6,1.05,91.2,1.38,3759.6
SHP-13032,Chennai,Colombo,555.8,5,40ft_Standard,Electronics,19069.3,65.1,Tier_3_Spot,10,1.25,102.3,1.25,7095.98
SHP-13033,Singapore,Dubai,5991.8,12,40ft_HighCube,General_Dry,17426.4,64.7,Tier_2_Regional,10,1.25,83.6,0.91,5595.9
SHP-13034,Shanghai,Los Angeles,10588.8,13,40ft_Standard,Electronics,17209.7,57.2,Tier_3_Spot,4,1.05,98.0,1.15,6697.75
SHP-13035,Nhava Sheva,New York,14273.4,28,40ft_Standard,Automotive,12459.5,48.6,Tier_1_Alliance,10,1.25,73.9,1.36,10434.06
SHP-13036,Tokyo,Los Angeles,8855.0,10,20ft_Standard,Automotive,3304.4,17.1,Tier_3_Spot,4,1.05,79.4,1.03,3011.97
SHP-13037,Nhava Sheva,Dubai,2065.2,7,20ft_Standard,Electronics,14806.9,23.8,Tier_3_Spot,9,1.25,99.6,0.92,3227.97
SHP-13038,Shanghai,Rotterdam,19585.2,29,LCL_Consolidated,Textiles,2156.4,10.4,Tier_3_Spot,10,1.25,96.0,1.04,4144.93
SHP-13039,Chennai,Colombo,618.1,4,40ft_HighCube,Hazardous_Chemicals,26038.6,55.1,Tier_1_Alliance,11,1.05,80.6,1.22,9051.08
SHP-13040,Shanghai,Los Angeles,10512.6,13,LCL_Consolidated,General_Dry,2812.8,12.5,Tier_2_Regional,5,1.05,104.3,1.18,3034.58
SHP-13041,Singapore,Fremantle,3869.0,8,40ft_HighCube,Electronics,25358.3,72.8,Tier_3_Spot,3,1.05,101.1,0.91,5442.4
SHP-13042,Chennai,Colombo,728.8,6,40ft_Standard,General_Dry,19702.0,38.1,Tier_2_Regional,2,0.9,94.0,1.26,4159.38
SHP-13043,Nhava Sheva,New York,14159.9,27,LCL_Consolidated,Hazardous_Chemicals,1831.3,3.8,Tier_3_Spot,4,1.05,73.5,1.32,4560.67
SHP-13044,Shanghai,Los Angeles,10494.7,16,40ft_HighCube,Perishable_Reefer,10463.0,67.7,Tier_1_Alliance,9,1.25,77.1,1.39,13594.36
SHP-13045,Nhava Sheva,Dubai,2164.5,6,40ft_Standard,Electronics,24869.5,60.1,Tier_3_Spot,12,1.05,107.7,1.35,6856.27
SHP-13046,Singapore,Dubai,5801.9,10,40ft_Standard,Perishable_Reefer,13212.1,61.7,Tier_1_Alliance,1,0.9,92.7,0.93,5620.41
SHP-13047,Busan,Long Beach,9317.7,16,20ft_Standard,Hazardous_Chemicals,17948.2,18.0,Tier_3_Spot,8,1.25,92.6,1.19,6854.19
SHP-13048,Chennai,Rotterdam,11541.5,23,LCL_Consolidated,Automotive,898.4,11.6,Tier_2_Regional,11,1.05,80.5,0.96,2534.22
SHP-13049,Singapore,Dubai,5881.3,9,20ft_Standard,General_Dry,17398.5,28.3,Tier_1_Alliance,12,1.05,107.2,1.02,3918.34
SHP-13050,Tokyo,Los Angeles,8842.0,13,20ft_Standard,Electronics,13814.9,27.3,Tier_1_Alliance,7,1.05,96.9,1.36,6084.34
SHP-13051,Hamburg,Singapore,15809.4,23,40ft_Standard,Perishable_Reefer,13226.4,39.1,Tier_1_Alliance,2,0.9,77.4,1.3,8884.47
SHP-13052,Singapore,Fremantle,3817.3,8,20ft_Standard,Electronics,4660.8,25.7,Tier_1_Alliance,5,1.05,92.2,0.97,3113.69
SHP-13053,Tokyo,Los Angeles,8890.2,10,20ft_Standard,Automotive,15193.7,20.4,Tier_2_Regional,6,1.05,77.7,0.94,3403.43
SHP-13054,Singapore,Fremantle,3821.5,11,20ft_Standard,Automotive,4261.9,18.9,Tier_1_Alliance,6,1.05,86.1,1.18,3441.28
SHP-13055,Busan,Long Beach,9341.4,15,40ft_Standard,Electronics,23858.0,55.0,Tier_2_Regional,8,1.25,73.9,1.04,7403.78
SHP-13056,Busan,Long Beach,9476.0,12,LCL_Consolidated,General_Dry,4362.2,4.6,Tier_1_Alliance,9,1.25,104.5,0.93,2820.04
SHP-13057,Nhava Sheva,New York,14277.6,28,40ft_HighCube,General_Dry,24636.5,45.9,Tier_2_Regional,4,1.05,98.0,1.3,8156.36
SHP-13058,Chennai,Rotterdam,11552.7,22,40ft_HighCube,Hazardous_Chemicals,16621.8,45.9,Tier_3_Spot,8,1.25,74.8,1.36,11929.88
SHP-13059,Chennai,Colombo,704.0,4,20ft_Standard,Textiles,11168.1,28.5,Tier_2_Regional,3,1.05,84.9,1.34,3238.63
SHP-13060,Chennai,Colombo,580.4,2,LCL_Consolidated,Textiles,1029.5,2.3,Tier_1_Alliance,4,1.05,95.8,1.4,1579.58
SHP-13061,Tokyo,Los Angeles,8845.6,10,20ft_Standard,Hazardous_Chemicals,16590.8,32.6,Tier_3_Spot,1,0.9,106.3,1.29,5772.95
SHP-13062,Singapore,Fremantle,3922.4,8,20ft_Standard,Perishable_Reefer,18653.6,15.4,Tier_2_Regional,6,1.05,93.4,1.03,4001.85
SHP-13063,Singapore,Fremantle,3972.5,10,LCL_Consolidated,Textiles,1605.0,10.6,Tier_3_Spot,4,1.05,79.9,1.13,1543.45
SHP-13064,Chennai,Rotterdam,11498.6,23,20ft_Standard,General_Dry,11918.6,31.4,Tier_3_Spot,5,1.05,95.6,1.18,4241.08
SHP-13065,Nhava Sheva,Dubai,2049.9,5,40ft_HighCube,Electronics,24383.5,57.6,Tier_1_Alliance,9,1.25,100.0,1.04,7830.89
SHP-13066,Busan,Long Beach,9408.3,16,40ft_Standard,Automotive,11079.8,50.0,Tier_3_Spot,10,1.25,98.4,1.33,8083.78
SHP-13067,Chennai,Colombo,587.3,6,40ft_HighCube,Automotive,12544.7,56.6,Tier_3_Spot,6,1.05,98.7,1.07,4801.27
SHP-13068,Nhava Sheva,New York,14142.3,25,LCL_Consolidated,General_Dry,4637.0,8.2,Tier_1_Alliance,3,1.05,100.0,1.01,3288.74
SHP-13069,Chennai,Colombo,658.5,3,LCL_Consolidated,Electronics,4451.2,12.1,Tier_2_Regional,4,1.05,77.2,1.01,1362.26
SHP-13070,Chennai,Rotterdam,11406.5,22,LCL_Consolidated,Hazardous_Chemicals,2138.4,5.7,Tier_2_Regional,7,1.05,104.3,1.03,3690.23
SHP-13071,Hamburg,Singapore,15847.6,25,20ft_Standard,Perishable_Reefer,11839.7,16.6,Tier_1_Alliance,1,0.9,86.4,0.94,4953.9
SHP-13072,Shanghai,Rotterdam,19469.0,28,LCL_Consolidated,Perishable_Reefer,667.9,5.1,Tier_2_Regional,9,1.25,82.9,1.16,6073.98
SHP-13073,Nhava Sheva,New York,14249.9,27,40ft_HighCube,General_Dry,17909.4,61.9,Tier_2_Regional,12,1.05,83.2,1.0,6260.39
SHP-13074,Hamburg,Singapore,15878.3,23,LCL_Consolidated,Automotive,1032.2,5.7,Tier_2_Regional,1,0.9,103.0,1.35,3797.2
SHP-13075,Nhava Sheva,New York,14117.9,29,40ft_Standard,Perishable_Reefer,21470.2,60.0,Tier_3_Spot,6,1.05,84.2,1.22,9225.51
SHP-13076,Hamburg,Singapore,15894.3,25,40ft_Standard,Textiles,17014.0,42.9,Tier_2_Regional,9,1.25,99.1,1.38,9729.48
SHP-13077,Nhava Sheva,Dubai,2100.0,4,40ft_HighCube,General_Dry,15221.2,69.8,Tier_1_Alliance,5,1.05,94.7,1.05,5622.01
SHP-13078,Shanghai,Rotterdam,19569.5,29,LCL_Consolidated,Perishable_Reefer,539.9,13.9,Tier_1_Alliance,2,0.9,75.3,1.4,6004.31
SHP-13079,Santos,Rotterdam,10295.9,18,LCL_Consolidated,Electronics,4859.0,6.5,Tier_1_Alliance,10,1.25,89.0,1.02,3606.24
SHP-13080,Shanghai,Los Angeles,10538.1,16,40ft_Standard,Perishable_Reefer,12171.6,46.8,Tier_3_Spot,1,0.9,105.9,1.06,5904.3
SHP-13081,Santos,Rotterdam,10226.2,17,40ft_Standard,Hazardous_Chemicals,22056.1,54.3,Tier_1_Alliance,2,0.9,86.6,1.38,10156.02
SHP-13082,Shanghai,Rotterdam,19406.6,27,20ft_Standard,Electronics,17463.5,29.2,Tier_2_Regional,1,0.9,80.7,1.32,6280.73
SHP-13083,Santos,Rotterdam,10150.4,19,40ft_Standard,Textiles,22633.1,36.1,Tier_2_Regional,12,1.05,87.1,1.32,6745.47
SHP-13084,Singapore,Fremantle,3866.1,11,40ft_HighCube,Textiles,15487.9,50.6,Tier_1_Alliance,6,1.05,81.2,1.21,6237.06
SHP-13085,Hamburg,Singapore,15785.5,25,40ft_HighCube,Electronics,27657.5,68.3,Tier_1_Alliance,8,1.25,102.3,1.26,13347.47
SHP-13086,Shanghai,Rotterdam,19568.9,28,LCL_Consolidated,Hazardous_Chemicals,2752.2,13.6,Tier_1_Alliance,2,0.9,86.9,1.38,6674.88
SHP-13087,Busan,Long Beach,9472.9,15,40ft_Standard,Hazardous_Chemicals,16297.2,56.2,Tier_2_Regional,5,1.05,97.1,1.05,7964.82
SHP-13088,Shanghai,Los Angeles,10446.8,13,LCL_Consolidated,Textiles,2978.6,11.9,Tier_1_Alliance,7,1.05,82.0,1.28,3278.54
SHP-13089,Singapore,Fremantle,3897.3,7,20ft_Standard,General_Dry,11009.2,23.4,Tier_1_Alliance,2,0.9,76.5,1.26,3103.71
SHP-13090,Singapore,Dubai,5927.3,11,LCL_Consolidated,Perishable_Reefer,3819.5,4.9,Tier_1_Alliance,5,1.05,103.5,1.3,3535.16
SHP-13091,Singapore,Fremantle,3860.3,9,20ft_Standard,Textiles,6127.1,27.7,Tier_2_Regional,11,1.05,102.5,1.31,3681.32
SHP-13092,Shanghai,Rotterdam,19542.7,28,40ft_Standard,Textiles,16701.1,56.6,Tier_1_Alliance,8,1.25,97.7,1.34,11590.18
SHP-13093,Santos,Rotterdam,10198.4,21,20ft_Standard,Textiles,3869.0,17.5,Tier_1_Alliance,6,1.05,85.6,1.22,4261.79
SHP-13094,Busan,Long Beach,9394.5,12,40ft_HighCube,Automotive,12338.1,67.6,Tier_3_Spot,2,0.9,102.1,1.35,6722.18
SHP-13095,Chennai,Colombo,742.0,6,40ft_HighCube,General_Dry,26848.2,60.1,Tier_3_Spot,10,1.25,76.3,1.41,7539.78
SHP-13096,Nhava Sheva,New York,14115.2,28,40ft_HighCube,Hazardous_Chemicals,22826.2,47.5,Tier_2_Regional,2,0.9,108.0,1.34,10537.18
SHP-13097,Nhava Sheva,Dubai,2012.1,8,LCL_Consolidated,Hazardous_Chemicals,1276.1,11.2,Tier_2_Regional,8,1.25,79.7,1.28,2687.12
SHP-13098,Santos,Rotterdam,10203.2,21,40ft_HighCube,Textiles,14341.2,76.0,Tier_1_Alliance,11,1.05,89.4,1.04,6862.07
SHP-13099,Santos,Rotterdam,10267.8,20,LCL_Consolidated,General_Dry,2609.4,8.7,Tier_1_Alliance,2,0.9,94.8,1.06,2386.9
SHP-13100,Shanghai,Los Angeles,10466.9,13,40ft_Standard,General_Dry,21087.3,52.8,Tier_3_Spot,1,0.9,91.8,0.97,4167.93
SHP-13101,Shanghai,Los Angeles,10481.2,17,20ft_Standard,Automotive,14985.2,22.4,Tier_2_Regional,1,0.9,77.3,1.11,3751.45
SHP-13102,Busan,Long Beach,9468.7,16,40ft_Standard,Automotive,25954.3,49.7,Tier_3_Spot,7,1.05,83.1,1.29,7134.43
SHP-13103,Santos,Rotterdam,10205.9,17,20ft_Standard,General_Dry,15291.6,28.4,Tier_1_Alliance,1,0.9,102.0,1.28,4705.45
SHP-13104,Chennai,Rotterdam,11489.4,22,LCL_Consolidated,Automotive,2874.8,8.1,Tier_1_Alliance,12,1.05,87.0,1.27,3722.45
SHP-13105,Hamburg,Singapore,15850.3,27,40ft_Standard,Electronics,16976.8,61.9,Tier_1_Alliance,12,1.05,73.3,1.4,10493.25
SHP-13106,Tokyo,Los Angeles,8746.9,14,40ft_HighCube,Automotive,22103.0,66.4,Tier_1_Alliance,8,1.25,98.0,1.17,9857.66
SHP-13107,Hamburg,Singapore,15886.8,24,LCL_Consolidated,Hazardous_Chemicals,4335.9,11.6,Tier_1_Alliance,11,1.05,103.1,1.32,6858.38
SHP-13108,Hamburg,Singapore,15763.3,24,LCL_Consolidated,Perishable_Reefer,2122.0,5.3,Tier_2_Regional,10,1.25,90.4,1.15,5411.77
SHP-13109,Chennai,Colombo,749.6,4,LCL_Consolidated,Perishable_Reefer,2075.1,12.3,Tier_3_Spot,1,0.9,79.0,1.06,1172.58
SHP-13110,Shanghai,Los Angeles,10551.0,13,40ft_Standard,Perishable_Reefer,15149.6,66.7,Tier_1_Alliance,4,1.05,74.1,0.95,7412.08
SHP-13111,Busan,Long Beach,9377.8,14,40ft_HighCube,Electronics,27144.0,51.9,Tier_2_Regional,1,0.9,94.0,1.27,7282.93
SHP-13112,Chennai,Rotterdam,11599.8,24,40ft_HighCube,General_Dry,16859.8,55.4,Tier_3_Spot,7,1.05,90.5,0.96,5182.7
SHP-13113,Shanghai,Los Angeles,10454.4,16,LCL_Consolidated,Hazardous_Chemicals,1063.1,10.5,Tier_1_Alliance,4,1.05,89.4,1.22,4450.31
SHP-13114,Singapore,Fremantle,3996.7,7,40ft_HighCube,Electronics,23019.9,68.8,Tier_2_Regional,10,1.25,105.5,0.98,7300.14
SHP-13115,Chennai,Colombo,636.9,3,40ft_HighCube,Electronics,19590.2,56.0,Tier_1_Alliance,7,1.05,77.7,1.39,7779.82
SHP-13116,Tokyo,Los Angeles,8746.2,11,40ft_Standard,Perishable_Reefer,11180.8,45.8,Tier_3_Spot,10,1.25,79.5,0.9,6203.07
SHP-13117,Nhava Sheva,Dubai,2143.5,4,20ft_Standard,Automotive,13513.2,17.6,Tier_3_Spot,4,1.05,81.0,1.36,3347.43
SHP-13118,Nhava Sheva,Dubai,2148.6,4,40ft_HighCube,Electronics,14198.0,68.6,Tier_1_Alliance,11,1.05,76.5,1.22,7198.78
SHP-13119,Tokyo,Los Angeles,8742.1,12,40ft_HighCube,Perishable_Reefer,23788.8,47.6,Tier_3_Spot,6,1.05,95.2,1.36,9655.16
SHP-13120,Santos,Rotterdam,10284.4,19,LCL_Consolidated,Electronics,954.6,8.3,Tier_2_Regional,12,1.05,95.1,1.08,2828.25
SHP-13121,Santos,Rotterdam,10235.5,20,LCL_Consolidated,Automotive,2235.4,2.2,Tier_3_Spot,11,1.05,94.6,1.04,2354.15
SHP-13122,Busan,Long Beach,9371.3,14,40ft_Standard,General_Dry,16810.4,57.3,Tier_2_Regional,4,1.05,88.7,1.24,6405.97
SHP-13123,Hamburg,Singapore,15757.9,25,40ft_Standard,Textiles,19326.3,49.4,Tier_1_Alliance,11,1.05,106.9,1.4,9490.12
SHP-13124,Hamburg,Singapore,15804.5,25,40ft_Standard,Hazardous_Chemicals,25308.0,51.8,Tier_3_Spot,9,1.25,79.7,1.31,12877.12
