Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP02411,Kolkata,Jebel Ali,Air,Food Products,5812,13.52,4775,LCL,90.57,Peak,Carrier_C,11,227737
SHP02412,Kolkata,Los Angeles,Sea,Automotive Parts,7850,14.27,9586,40FT_HC,105.44,Normal,Carrier_C,21,110985
SHP02413,Delhi,Jebel Ali,Sea,Machinery,2525,10.06,5603,40FT,93.4,Off_Peak,Carrier_E,10,56216
SHP02414,Pune,Hamburg,Sea,Textiles,1316,2.73,10363,40FT,78.25,Normal,Carrier_D,21,67002
SHP02415,Ahmedabad,Singapore,Sea,Automotive Parts,1726,6.22,786,AIR_CARGO,100.36,Normal,Carrier_B,4,42036
SHP02416,Hyderabad,Colombo,Road,Chemicals,2555,0.5,1460,40FT_HC,93.77,Normal,Carrier_D,7,42891
SHP02417,Hyderabad,Rotterdam,Sea,Automotive Parts,2466,8.23,9428,40FT,88.27,Normal,Carrier_E,17,65883
SHP02418,Delhi,Jebel Ali,Sea,Machinery,5851,19.92,7677,20FT,107.09,Normal,Carrier_D,14,91406
SHP02419,Pune,Jebel Ali,Sea,Furniture,1062,3.0,6929,20FT,81.18,Normal,Carrier_C,16,48386
SHP02420,Kolkata,Los Angeles,Sea,Furniture,1211,4.97,7561,40FT_HC,111.53,Normal,Carrier_E,19,94799
SHP02421,Mumbai,London,Sea,Automotive Parts,2044,3.91,11197,AIR_CARGO,88.36,Normal,Carrier_D,23,77312
SHP02422,Bengaluru,Dubai,Sea,Chemicals,3178,9.07,8039,40FT_HC,93.44,Peak,Carrier_B,14,89529
SHP02423,Bengaluru,Shanghai,Air,Food Products,1875,10.87,7946,AIR_CARGO,112.17,Peak,Carrier_B,14,344636
SHP02424,Mumbai,Shanghai,Sea,Food Products,1778,13.22,9234,20FT,105.45,Peak,Carrier_A,19,102381
SHP02425,Mumbai,Shanghai,Sea,Furniture,5361,14.03,10466,40FT,77.97,Normal,Carrier_E,22,64211
SHP02426,Pune,Shanghai,Road,Machinery,3398,4.01,3512,LCL,98.13,Normal,Carrier_E,8,73590
SHP02427,Kolkata,New York,Sea,Textiles,1318,5.63,7593,40FT,87.41,Peak,Carrier_E,14,72259
SHP02428,Delhi,Rotterdam,Road,Machinery,1795,0.5,7216,20FT,95.34,Peak,Carrier_C,17,95673
SHP02429,Mumbai,London,Sea,Food Products,3498,5.83,2051,20FT,104.72,Normal,Carrier_C,5,48291
SHP02430,Delhi,Dubai,Road,Electronics,1101,0.58,6484,40FT,94.85,Normal,Carrier_E,15,90503
SHP02431,Pune,Dubai,Sea,Electronics,3484,16.46,1300,40FT,77.84,Normal,Carrier_D,1,27383
SHP02432,Ahmedabad,Los Angeles,Air,Automotive Parts,1999,10.47,2627,20FT,96.2,Peak,Carrier_C,9,132174
SHP02433,Chennai,Colombo,Road,Chemicals,3165,12.42,10999,40FT,75.97,Off_Peak,Carrier_E,21,84213
SHP02434,Bengaluru,Jebel Ali,Sea,Furniture,2703,9.72,1871,LCL,88.94,Off_Peak,Carrier_C,8,31761
SHP02435,Kolkata,Jebel Ali,Road,Pharmaceuticals,1209,0.5,7158,LCL,94.12,Normal,Carrier_A,16,86554
SHP02436,Bengaluru,London,Sea,Pharmaceuticals,1653,4.88,4220,40FT_HC,100.79,Normal,Carrier_B,7,67271
SHP02437,Kolkata,New York,Sea,Pharmaceuticals,6405,22.6,6886,LCL,95.25,Normal,Carrier_A,15,75083
SHP02438,Pune,Hamburg,Sea,Automotive Parts,11677,29.59,3202,20FT,81.08,Off_Peak,Carrier_E,11,42378
SHP02439,Chennai,Singapore,Sea,Electronics,803,6.03,5610,20FT,112.29,Normal,Carrier_B,11,69944
SHP02440,Bengaluru,London,Sea,Food Products,4925,5.29,10474,40FT_HC,101.01,Off_Peak,Carrier_D,24,98617
SHP02441,Chennai,Hamburg,Sea,Automotive Parts,3030,10.1,4826,AIR_CARGO,87.68,Peak,Carrier_E,12,63033
SHP02442,Pune,Singapore,Sea,Pharmaceuticals,9677,18.82,4560,40FT_HC,113.64,Normal,Carrier_D,13,103824
SHP02443,Kolkata,Dubai,Air,Pharmaceuticals,1739,3.26,5630,AIR_CARGO,110.3,Normal,Carrier_D,13,245181
SHP02444,Mumbai,New York,Air,Furniture,4482,16.36,1656,AIR_CARGO,80.74,Normal,Carrier_C,5,106405
SHP02445,Ahmedabad,London,Sea,Machinery,2054,6.28,4954,40FT,101.22,Normal,Carrier_C,15,61697
SHP02446,Bengaluru,Shanghai,Sea,Pharmaceuticals,5750,16.95,579,LCL,97.4,Off_Peak,Carrier_B,4,36463
SHP02447,Chennai,Dubai,Sea,Chemicals,11230,26.0,6289,AIR_CARGO,82.71,Normal,Carrier_B,13,62687
SHP02448,Hyderabad,Hamburg,Sea,Pharmaceuticals,2871,0.5,10251,40FT,84.34,Normal,Carrier_C,21,73959
SHP02449,Bengaluru,London,Sea,Machinery,1192,0.5,6849,40FT_HC,97.55,Normal,Carrier_B,13,71221
SHP02450,Bengaluru,London,Sea,Pharmaceuticals,6267,17.64,7489,40FT_HC,87.85,Normal,Carrier_A,16,76799
SHP02451,Bengaluru,Los Angeles,Sea,Chemicals,3611,9.94,851,AIR_CARGO,108.39,Normal,Carrier_E,6,50650
SHP02452,Delhi,Rotterdam,Road,Food Products,3196,14.26,10384,40FT,78.91,Normal,Carrier_A,21,100660
SHP02453,Chennai,Dubai,Sea,Automotive Parts,6996,17.16,4928,20FT,111.56,Normal,Carrier_E,9,83327
SHP02454,Chennai,London,Sea,Chemicals,1193,0.5,11711,LCL,108.62,Peak,Carrier_C,21,117052
SHP02455,Bengaluru,Jebel Ali,Sea,Machinery,1570,3.63,1885,AIR_CARGO,104.54,Peak,Carrier_A,6,52370
SHP02456,Pune,Jebel Ali,Sea,Automotive Parts,3679,12.75,11364,20FT,85.5,Off_Peak,Carrier_D,21,74771
SHP02457,Pune,Rotterdam,Sea,Automotive Parts,1547,0.5,7794,LCL,103.6,Peak,Carrier_A,13,85048
SHP02458,Mumbai,London,Sea,Machinery,2036,6.23,1102,20FT,92.55,Peak,Carrier_B,2,43087
SHP02459,Bengaluru,Shanghai,Sea,Furniture,5725,8.59,11675,40FT,100.35,Normal,Carrier_A,26,104940
SHP02460,Delhi,Rotterdam,Sea,Electronics,3313,8.54,660,AIR_CARGO,87.5,Normal,Carrier_C,3,31752
SHP02461,Kolkata,Rotterdam,Road,Pharmaceuticals,1162,5.67,8903,20FT,108.43,Normal,Carrier_C,18,113488
SHP02462,Delhi,Hamburg,Road,Chemicals,3259,9.97,10730,20FT,76.62,Peak,Carrier_B,20,106277
SHP02463,Pune,Hamburg,Sea,Machinery,5594,18.68,2522,20FT,102.66,Peak,Carrier_E,5,62225
SHP02464,Mumbai,Colombo,Sea,Food Products,2795,7.66,4449,AIR_CARGO,108.15,Normal,Carrier_B,9,71055
SHP02465,Pune,Dubai,Sea,Textiles,4406,12.54,6954,40FT,100.86,Normal,Carrier_E,14,78753
SHP02466,Pune,Singapore,Sea,Machinery,1786,6.45,8318,40FT,82.68,Peak,Carrier_C,14,65959
SHP02467,Pune,Rotterdam,Sea,Pharmaceuticals,2960,3.17,10527,20FT,86.4,Normal,Carrier_C,23,75800
SHP02468,Bengaluru,Hamburg,Sea,Pharmaceuticals,897,1.63,9252,40FT,95.6,Normal,Carrier_E,19,81627
SHP02469,Pune,New York,Sea,Automotive Parts,3765,0.5,4678,LCL,88.18,Normal,Carrier_A,11,55240
SHP02470,Chennai,Colombo,Sea,Automotive Parts,3159,9.03,9950,40FT,75.2,Normal,Carrier_A,22,59685
SHP02471,Ahmedabad,London,Sea,Machinery,1081,0.5,11610,20FT,76.63,Normal,Carrier_B,25,64885
SHP02472,Hyderabad,Dubai,Road,Textiles,6718,19.39,3110,LCL,105.71,Normal,Carrier_C,7,81838
SHP02473,Bengaluru,London,Road,Furniture,3624,15.24,1352,AIR_CARGO,78.35,Normal,Carrier_A,6,32614
SHP02474,Mumbai,Colombo,Air,Machinery,1594,5.79,5406,40FT_HC,112.12,Normal,Carrier_C,13,216198
SHP02475,Chennai,Los Angeles,Sea,Textiles,3830,11.73,10636,40FT,92.71,Normal,Carrier_B,22,93226
SHP02476,Delhi,Jebel Ali,Road,Furniture,1318,7.96,2228,LCL,105.33,Normal,Carrier_D,8,52424
SHP02477,Pune,Dubai,Sea,Textiles,1442,1.69,10687,40FT_HC,80.02,Normal,Carrier_C,23,66511
SHP02478,Kolkata,Jebel Ali,Air,Pharmaceuticals,1323,0.5,11910,AIR_CARGO,112.06,Normal,Carrier_D,25,409793
SHP02479,Kolkata,New York,Sea,Pharmaceuticals,1298,2.75,1121,40FT_HC,76.35,Normal,Carrier_C,7,32398
SHP02480,Ahmedabad,London,Air,Pharmaceuticals,3323,4.86,6195,AIR_CARGO,76.69,Off_Peak,Carrier_E,13,138423
SHP02481,Bengaluru,Los Angeles,Sea,Food Products,2658,6.64,4282,20FT,77.18,Normal,Carrier_D,10,39335
SHP02482,Delhi,New York,Road,Pharmaceuticals,4066,10.7,5027,20FT,79.14,Normal,Carrier_E,13,59077
SHP02483,Ahmedabad,Singapore,Road,Chemicals,400,0.5,5694,AIR_CARGO,94.47,Normal,Carrier_E,12,74305
SHP02484,Hyderabad,London,Sea,Automotive Parts,1938,1.76,9007,40FT_HC,106.53,Peak,Carrier_B,19,118259
SHP02485,Hyderabad,Colombo,Sea,Automotive Parts,1956,0.5,7300,40FT,86.4,Normal,Carrier_B,14,62650
SHP02486,Ahmedabad,Los Angeles,Road,Textiles,2587,5.48,11554,40FT_HC,104.83,Normal,Carrier_A,18,150794
SHP02487,Mumbai,Dubai,Sea,Automotive Parts,2544,4.31,4327,40FT_HC,105.96,Normal,Carrier_D,11,80077
SHP02488,Kolkata,Los Angeles,Road,Electronics,2900,5.44,6727,40FT,111.33,Peak,Carrier_A,11,131221
SHP02489,Delhi,London,Sea,Furniture,2649,9.23,9853,40FT_HC,80.97,Peak,Carrier_D,19,82610
SHP02490,Bengaluru,Hamburg,Sea,Textiles,1855,12.28,4790,40FT_HC,80.42,Normal,Carrier_B,12,48149
SHP02491,Pune,New York,Sea,Automotive Parts,1928,3.16,5851,LCL,79.88,Normal,Carrier_B,14,42517
SHP02492,Chennai,Los Angeles,Sea,Electronics,2416,7.3,8377,AIR_CARGO,89.37,Normal,Carrier_B,20,72431
SHP02493,Bengaluru,Jebel Ali,Air,Furniture,3471,9.28,10399,20FT,94.58,Normal,Carrier_D,17,322817
SHP02494,Bengaluru,New York,Sea,Food Products,2642,10.83,5280,AIR_CARGO,93.46,Peak,Carrier_B,12,73478
SHP02495,Delhi,Jebel Ali,Sea,Automotive Parts,1501,0.5,6617,40FT_HC,85.28,Normal,Carrier_A,14,56575
SHP02496,Kolkata,Los Angeles,Sea,Electronics,1450,0.5,11714,40FT,99.88,Normal,Carrier_E,25,102713
SHP02497,Delhi,Hamburg,Sea,Machinery,3482,4.99,988,40FT,88.53,Normal,Carrier_D,7,44707
SHP02498,Chennai,New York,Road,Chemicals,4090,0.67,5655,20FT,89.64,Normal,Carrier_E,10,77103
SHP02499,Ahmedabad,Colombo,Road,Machinery,5015,11.76,7814,20FT,79.22,Normal,Carrier_A,16,81987
SHP02500,Delhi,New York,Sea,Electronics,1817,0.5,597,20FT,98.69,Normal,Carrier_C,5,35312
SHP02501,Mumbai,Dubai,Air,Textiles,738,2.76,7363,40FT,101.21,Normal,Carrier_B,15,226481
SHP02502,Bengaluru,Los Angeles,Air,Pharmaceuticals,3204,0.5,1146,40FT_HC,105.32,Normal,Carrier_A,8,130976
SHP02503,Kolkata,Singapore,Sea,Pharmaceuticals,1570,3.51,10362,20FT,111.16,Peak,Carrier_C,20,117285
SHP02504,Pune,London,Road,Pharmaceuticals,2338,4.54,9781,20FT,105.64,Normal,Carrier_D,19,132702
SHP02505,Hyderabad,Rotterdam,Sea,Furniture,2753,4.37,871,40FT,84.43,Normal,Carrier_A,1,28905
SHP02506,Chennai,Shanghai,Sea,Textiles,3583,12.52,1061,40FT_HC,84.43,Off_Peak,Carrier_D,4,29791
SHP02507,Hyderabad,Singapore,Road,Furniture,4468,7.42,9167,20FT,111.6,Off_Peak,Carrier_E,13,135818
SHP02508,Bengaluru,Jebel Ali,Sea,Automotive Parts,5347,13.95,4750,40FT_HC,106.61,Normal,Carrier_E,10,83190
SHP02509,Delhi,Colombo,Air,Pharmaceuticals,5893,11.5,7113,LCL,106.29,Peak,Carrier_D,17,392168
SHP02510,Hyderabad,Colombo,Road,Machinery,2675,13.01,3609,20FT,103.79,Normal,Carrier_E,6,78782
SHP02511,Mumbai,Shanghai,Sea,Textiles,834,1.44,2489,20FT,85.69,Off_Peak,Carrier_E,3,35399
SHP02512,Delhi,Hamburg,Road,Textiles,1682,6.71,3905,40FT,108.9,Peak,Carrier_B,11,92169
SHP02513,Bengaluru,Dubai,Sea,Pharmaceuticals,6244,17.31,3337,LCL,80.72,Normal,Carrier_D,11,50599
SHP02514,Hyderabad,London,Sea,Machinery,2754,11.14,5656,LCL,89.0,Normal,Carrier_D,10,54215
SHP02515,Pune,Singapore,Sea,Food Products,10301,25.11,9087,LCL,88.86,Normal,Carrier_C,22,80058
SHP02516,Ahmedabad,Rotterdam,Road,Textiles,1954,0.5,6872,AIR_CARGO,97.41,Normal,Carrier_B,15,96799
SHP02517,Chennai,New York,Sea,Pharmaceuticals,11242,28.54,7506,40FT,93.54,Off_Peak,Carrier_A,18,77246
SHP02518,Hyderabad,Shanghai,Sea,Chemicals,2498,7.06,5906,40FT,93.39,Off_Peak,Carrier_B,11,54028
SHP02519,Pune,Hamburg,Air,Electronics,1903,0.5,4234,20FT,97.14,Off_Peak,Carrier_A,13,139250
SHP02520,Ahmedabad,Colombo,Air,Furniture,1574,0.5,2150,40FT,91.62,Normal,Carrier_D,5,108583
SHP02521,Ahmedabad,Rotterdam,Air,Automotive Parts,3839,11.96,4578,20FT,85.0,Normal,Carrier_B,10,165226
SHP02522,Hyderabad,Colombo,Sea,Textiles,998,8.06,8150,20FT,101.56,Normal,Carrier_C,18,74170
SHP02523,Kolkata,Los Angeles,Sea,Chemicals,1749,3.83,8938,AIR_CARGO,106.63,Normal,Carrier_E,17,86374
SHP02524,Hyderabad,Shanghai,Sea,Chemicals,2416,8.99,5896,40FT,94.16,Peak,Carrier_A,10,72972
SHP02525,Bengaluru,Hamburg,Air,Textiles,576,1.81,7917,40FT,100.98,Normal,Carrier_E,17,238319
SHP02526,Ahmedabad,New York,Sea,Food Products,2347,5.73,2921,AIR_CARGO,96.41,Normal,Carrier_D,7,49238
SHP02527,Chennai,Jebel Ali,Sea,Electronics,7649,17.64,10391,AIR_CARGO,77.36,Peak,Carrier_D,19,90322
SHP02528,Bengaluru,Hamburg,Road,Automotive Parts,3310,8.2,10458,40FT,91.92,Peak,Carrier_D,23,151182
SHP02529,Mumbai,London,Sea,Textiles,1630,5.43,4184,40FT,75.39,Off_Peak,Carrier_E,14,32566
SHP02530,Delhi,New York,Road,Furniture,1832,2.76,6799,20FT,101.48,Normal,Carrier_D,13,98528
SHP02531,Hyderabad,Singapore,Air,Automotive Parts,3113,12.4,7477,40FT_HC,95.33,Normal,Carrier_D,16,259772
SHP02532,Kolkata,Hamburg,Air,Machinery,1794,0.5,5933,20FT,80.07,Off_Peak,Carrier_E,12,127880
SHP02533,Chennai,New York,Sea,Chemicals,3390,14.88,10978,LCL,96.69,Normal,Carrier_D,27,89698
SHP02534,Kolkata,Singapore,Sea,Chemicals,1761,3.33,9007,LCL,110.94,Peak,Carrier_A,19,102700
SHP02535,Kolkata,Hamburg,Air,Textiles,1285,2.85,8234,40FT_HC,88.62,Normal,Carrier_B,19,211300
SHP02536,Kolkata,Rotterdam,Air,Textiles,5386,10.31,6481,AIR_CARGO,114.29,Peak,Carrier_A,16,386679
SHP02537,Hyderabad,Jebel Ali,Air,Furniture,3964,11.08,1476,LCL,113.38,Peak,Carrier_D,5,202949
SHP02538,Chennai,Rotterdam,Sea,Machinery,733,0.5,1740,AIR_CARGO,106.41,Off_Peak,Carrier_D,5,40576
SHP02539,Chennai,London,Air,Food Products,2008,2.88,3939,AIR_CARGO,107.55,Normal,Carrier_D,12,192412
SHP02540,Ahmedabad,New York,Air,Textiles,4924,14.18,2933,20FT,91.42,Normal,Carrier_D,9,176017
SHP02541,Kolkata,Singapore,Air,Chemicals,2244,9.99,11454,AIR_CARGO,91.1,Normal,Carrier_E,21,289052
SHP02542,Ahmedabad,Los Angeles,Air,Automotive Parts,1714,0.5,5213,40FT_HC,113.18,Normal,Carrier_B,10,230397
SHP02543,Ahmedabad,Hamburg,Air,Electronics,2122,8.35,10581,20FT,89.65,Normal,Carrier_E,20,261666
SHP02544,Delhi,Los Angeles,Sea,Pharmaceuticals,2687,11.39,9908,40FT_HC,78.87,Peak,Carrier_E,22,78492
SHP02545,Hyderabad,Hamburg,Sea,Automotive Parts,2224,0.5,9845,AIR_CARGO,81.11,Normal,Carrier_D,23,66381
SHP02546,Hyderabad,London,Sea,Food Products,2369,2.26,2981,LCL,103.42,Normal,Carrier_A,12,47634
SHP02547,Bengaluru,Los Angeles,Sea,Electronics,2268,10.3,5644,AIR_CARGO,90.32,Normal,Carrier_A,11,52964
SHP02548,Pune,Singapore,Sea,Automotive Parts,1328,4.65,4156,40FT_HC,82.97,Normal,Carrier_C,10,39637
SHP02549,Ahmedabad,Dubai,Sea,Automotive Parts,1284,9.89,11660,40FT,107.55,Peak,Carrier_B,22,126245
SHP02550,Hyderabad,Rotterdam,Sea,Machinery,1231,2.22,10583,40FT,94.55,Normal,Carrier_C,21,86617
SHP02551,Kolkata,Singapore,Sea,Pharmaceuticals,2653,4.21,3374,LCL,97.71,Normal,Carrier_E,10,53800
SHP02552,Pune,Colombo,Sea,Furniture,3651,14.14,4105,40FT_HC,81.16,Normal,Carrier_C,9,45657
SHP02553,Mumbai,Shanghai,Air,Food Products,1356,0.5,6582,LCL,82.71,Off_Peak,Carrier_C,17,134849
SHP02554,Kolkata,London,Road,Chemicals,943,1.27,3704,20FT,80.03,Normal,Carrier_C,8,38498
SHP02555,Chennai,Jebel Ali,Sea,Machinery,1419,5.62,9982,AIR_CARGO,95.58,Off_Peak,Carrier_B,22,71319
SHP02556,Hyderabad,Hamburg,Road,Electronics,6221,17.45,9921,20FT,106.03,Normal,Carrier_A,19,150587
SHP02557,Pune,Singapore,Sea,Pharmaceuticals,2040,1.67,8830,40FT,104.29,Off_Peak,Carrier_A,14,81248
SHP02558,Hyderabad,Los Angeles,Sea,Chemicals,2175,6.22,8427,AIR_CARGO,85.45,Normal,Carrier_C,15,59523
SHP02559,Bengaluru,Shanghai,Sea,Machinery,1489,2.38,6794,20FT,109.06,Normal,Carrier_B,15,77003
SHP02560,Ahmedabad,Dubai,Sea,Pharmaceuticals,3625,1.9,4492,40FT,79.23,Off_Peak,Carrier_A,14,37466
SHP02561,Mumbai,Colombo,Air,Furniture,2307,3.65,10125,20FT,79.56,Normal,Carrier_D,19,224348
SHP02562,Hyderabad,Los Angeles,Air,Food Products,1559,0.5,10377,AIR_CARGO,108.97,Off_Peak,Carrier_A,21,301149
SHP02563,Bengaluru,Rotterdam,Sea,Textiles,1279,0.5,1069,20FT,84.78,Normal,Carrier_A,5,32808
SHP02564,Bengaluru,Dubai,Sea,Furniture,3196,2.8,5084,AIR_CARGO,103.32,Normal,Carrier_B,10,66807
SHP02565,Mumbai,Shanghai,Sea,Textiles,2968,10.16,806,20FT,75.36,Normal,Carrier_B,2,23766
SHP02566,Kolkata,New York,Sea,Electronics,1118,3.86,10154,LCL,78.74,Peak,Carrier_A,21,67970
SHP02567,Kolkata,New York,Sea,Textiles,5552,19.37,2537,20FT,99.37,Normal,Carrier_D,6,54566
SHP02568,Kolkata,Shanghai,Sea,Machinery,1647,0.5,8249,20FT,82.3,Off_Peak,Carrier_D,13,58097
SHP02569,Delhi,New York,Air,Electronics,589,1.9,4610,LCL,76.13,Normal,Carrier_C,9,96807
SHP02570,Ahmedabad,London,Road,Chemicals,6752,11.66,9885,40FT,93.68,Normal,Carrier_C,21,123189
SHP02571,Pune,Singapore,Sea,Furniture,2339,3.04,6361,AIR_CARGO,88.22,Normal,Carrier_A,15,57071
SHP02572,Ahmedabad,Hamburg,Road,Furniture,3316,6.3,4231,40FT_HC,107.09,Normal,Carrier_A,12,92319
SHP02573,Kolkata,Singapore,Sea,Food Products,7413,25.54,4225,40FT,107.75,Peak,Carrier_A,12,90834
SHP02574,Mumbai,Colombo,Sea,Electronics,1303,4.56,4260,AIR_CARGO,99.58,Normal,Carrier_D,8,59693
SHP02575,Delhi,Singapore,Sea,Chemicals,3414,7.62,9569,20FT,86.72,Peak,Carrier_E,18,83646
SHP02576,Ahmedabad,Singapore,Sea,Furniture,5367,17.09,8678,40FT,93.47,Normal,Carrier_C,16,81656
SHP02577,Kolkata,Rotterdam,Road,Electronics,1362,5.93,4171,20FT,103.09,Normal,Carrier_C,9,67605
SHP02578,Delhi,Hamburg,Sea,Automotive Parts,6461,15.16,6137,40FT,77.77,Normal,Carrier_E,12,54870
SHP02579,Pune,Singapore,Sea,Automotive Parts,1000,5.08,1376,40FT,88.3,Peak,Carrier_A,4,38756
SHP02580,Mumbai,Hamburg,Sea,Electronics,2350,4.37,10016,40FT_HC,107.89,Normal,Carrier_C,18,105352
SHP02581,Kolkata,Jebel Ali,Sea,Furniture,1243,14.9,3558,LCL,91.24,Normal,Carrier_D,10,45139
SHP02582,Pune,New York,Road,Pharmaceuticals,3930,14.24,10726,40FT,99.99,Normal,Carrier_E,20,143016
SHP02583,Chennai,Los Angeles,Sea,Textiles,1335,1.55,7363,20FT,78.85,Normal,Carrier_D,13,58491
SHP02584,Pune,Rotterdam,Sea,Automotive Parts,1674,7.02,7030,40FT_HC,106.08,Normal,Carrier_A,16,83941
SHP02585,Hyderabad,New York,Sea,Pharmaceuticals,1412,5.56,2371,40FT,79.02,Off_Peak,Carrier_C,8,29436
SHP02586,Mumbai,Hamburg,Sea,Pharmaceuticals,1145,3.86,1300,LCL,109.46,Normal,Carrier_D,4,45762
SHP02587,Pune,New York,Sea,Food Products,1519,5.68,6855,20FT,79.26,Normal,Carrier_E,16,51135
SHP02588,Pune,Singapore,Air,Chemicals,2427,2.53,5882,40FT_HC,110.64,Normal,Carrier_A,14,245558
SHP02589,Bengaluru,Los Angeles,Sea,Machinery,2342,3.84,1876,AIR_CARGO,89.55,Normal,Carrier_C,9,38992
SHP02590,Bengaluru,Singapore,Air,Automotive Parts,2172,11.81,10109,LCL,99.98,Normal,Carrier_C,22,283918
SHP02591,Pune,Colombo,Air,Electronics,1621,4.68,5298,AIR_CARGO,108.86,Normal,Carrier_A,15,215992
SHP02592,Pune,Singapore,Air,Textiles,1984,1.92,3495,AIR_CARGO,75.41,Peak,Carrier_A,8,109792
SHP02593,Mumbai,Los Angeles,Sea,Machinery,892,1.56,9565,40FT_HC,85.63,Peak,Carrier_A,22,77725
SHP02594,Bengaluru,Dubai,Sea,Chemicals,1587,1.64,11000,40FT_HC,111.33,Normal,Carrier_D,25,121564
SHP02595,Ahmedabad,Jebel Ali,Sea,Pharmaceuticals,2164,8.74,4019,40FT_HC,90.53,Normal,Carrier_B,9,56266
SHP02596,Mumbai,Hamburg,Air,Chemicals,3027,4.96,9423,AIR_CARGO,103.26,Normal,Carrier_C,18,298646
SHP02597,Chennai,Jebel Ali,Sea,Furniture,2796,6.83,8004,20FT,80.6,Peak,Carrier_D,16,78446
SHP02598,Mumbai,Colombo,Sea,Automotive Parts,1125,0.5,11882,40FT_HC,102.13,Peak,Carrier_E,24,116659
SHP02599,Kolkata,Jebel Ali,Sea,Chemicals,3301,16.69,2846,LCL,77.93,Normal,Carrier_C,5,34650
SHP02600,Kolkata,New York,Sea,Chemicals,2707,8.96,11548,40FT_HC,103.69,Normal,Carrier_B,22,110481
SHP02601,Delhi,Shanghai,Sea,Textiles,6375,17.54,4126,40FT_HC,87.95,Normal,Carrier_E,12,56054
SHP02602,Bengaluru,Rotterdam,Sea,Furniture,946,5.04,5237,40FT_HC,93.63,Normal,Carrier_C,13,59241
SHP02603,Pune,Los Angeles,Air,Furniture,2288,3.87,4626,AIR_CARGO,81.65,Off_Peak,Carrier_B,6,119650
SHP02604,Hyderabad,Rotterdam,Sea,Pharmaceuticals,4887,17.72,3587,20FT,100.11,Normal,Carrier_A,6,62483
SHP02605,Bengaluru,Los Angeles,Sea,Textiles,2062,4.64,8472,40FT_HC,88.5,Normal,Carrier_B,22,70177
SHP02606,Ahmedabad,Hamburg,Sea,Textiles,1381,10.38,7275,AIR_CARGO,90.34,Peak,Carrier_C,18,72693
SHP02607,Mumbai,Jebel Ali,Sea,Electronics,1471,2.2,4015,LCL,101.09,Normal,Carrier_B,8,52818
SHP02608,Hyderabad,Hamburg,Sea,Chemicals,4164,12.78,2020,20FT,82.15,Off_Peak,Carrier_C,3,30995
SHP02609,Hyderabad,Singapore,Air,Chemicals,914,2.84,4150,AIR_CARGO,109.08,Normal,Carrier_C,7,163227
SHP02610,Pune,Singapore,Sea,Furniture,2013,5.86,4884,40FT,104.57,Normal,Carrier_B,12,63691
SHP02611,Pune,Rotterdam,Air,Chemicals,1415,0.5,4878,LCL,98.11,Normal,Carrier_B,15,171868
SHP02612,Bengaluru,London,Sea,Food Products,1485,0.5,4608,LCL,80.13,Peak,Carrier_E,14,50554
SHP02613,Hyderabad,London,Sea,Textiles,3331,13.97,1060,40FT,102.48,Normal,Carrier_E,1,47094
SHP02614,Hyderabad,Shanghai,Air,Machinery,1934,0.5,5836,AIR_CARGO,75.72,Peak,Carrier_D,12,156663
SHP02615,Kolkata,London,Sea,Furniture,2909,10.49,10116,AIR_CARGO,107.18,Normal,Carrier_C,19,93053
SHP02616,Chennai,Colombo,Sea,Automotive Parts,1115,13.05,2574,LCL,87.15,Off_Peak,Carrier_E,7,34018
SHP02617,Pune,New York,Sea,Furniture,4288,12.42,2175,AIR_CARGO,79.69,Off_Peak,Carrier_D,3,40013
SHP02618,Mumbai,New York,Sea,Pharmaceuticals,2871,15.34,5926,40FT,81.58,Normal,Carrier_C,12,52414
SHP02619,Bengaluru,Singapore,Air,Machinery,5590,16.08,4762,AIR_CARGO,113.53,Normal,Carrier_D,9,312344
SHP02620,Pune,London,Sea,Pharmaceuticals,1919,5.62,6955,LCL,105.95,Normal,Carrier_E,16,79724
SHP02621,Kolkata,Shanghai,Air,Electronics,3348,9.47,11391,AIR_CARGO,84.51,Normal,Carrier_D,22,285080
SHP02622,Ahmedabad,Los Angeles,Road,Electronics,4160,9.2,9250,20FT,113.54,Peak,Carrier_B,18,176361
SHP02623,Pune,Singapore,Sea,Pharmaceuticals,3306,7.04,8401,40FT,80.6,Peak,Carrier_D,18,78375
SHP02624,Ahmedabad,Hamburg,Road,Chemicals,7537,15.84,5283,40FT,104.34,Normal,Carrier_A,15,105077
SHP02625,Delhi,London,Sea,Machinery,848,3.71,3805,40FT_HC,101.27,Peak,Carrier_A,13,68972
SHP02626,Hyderabad,Singapore,Road,Chemicals,2801,15.47,6713,AIR_CARGO,107.86,Off_Peak,Carrier_D,15,109602
SHP02627,Hyderabad,London,Sea,Furniture,1920,10.27,10683,40FT,90.27,Normal,Carrier_A,21,81663
SHP02628,Bengaluru,Colombo,Air,Food Products,1833,5.18,10583,AIR_CARGO,91.07,Normal,Carrier_D,24,287171
SHP02629,Chennai,Shanghai,Sea,Electronics,6600,18.17,5623,20FT,99.98,Normal,Carrier_D,15,76994
SHP02630,Chennai,Rotterdam,Sea,Electronics,1671,3.64,3332,LCL,90.93,Off_Peak,Carrier_D,10,41519
